Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
10,15,4.76,0.7200000000000006,5.48
15,10,5.56,5.320000000000001,10.88
10,8,11.48,0.7599999999999998,12.24
8,15,14.4,1.8800000000000008,16.28
15,47,17.92,2.799999999999997,20.72
