Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
28,17,6.44,0.15999999999999925,6.6
17,49,6.76,6.4,13.16
49,57,14.84,0.5199999999999996,15.36
57,49,14.84,2.120000000000001,16.96
49,46,17.24,0.360000000000003,17.6
86,124,38.08,7.880000000000003,45.96
124,139,46.0,4.68,50.68
