Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
12,19,0.0,2.44,2.44
19,12,2.6,0.56,3.16
12,10,4.08,1.96,6.04
10,3,6.76,2.4399999999999995,9.2
3,12,13.56,0.8399999999999999,14.4
12,34,16.72,1.7600000000000016,18.48
34,51,18.64,2.4399999999999977,21.08
51,10,22.48,0.5599999999999987,23.04
