Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
9,7,2.88,0.8400000000000003,3.72
4,15,5.36,1.96,7.32
15,30,17.0,1.3599999999999994,18.36
30,39,22.96,0.1999999999999993,23.16
39,11,23.28,0.5999999999999979,23.88
