Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
15,12,0.0,3.8,3.8
12,2,0.0,8.04,8.04
14,22,9.32,1.2400000000000002,10.56
34,30,14.68,0.5199999999999996,15.2
30,2,15.32,1.4400000000000013,16.76
7,18,17.28,0.3999999999999986,17.68
39,16,19.0,3.6799999999999997,22.68
35,49,19.0,17.479999999999997,36.48
49,67,19.0,20.6,39.6
