Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
3,12,1.6,0.96,2.56
12,17,1.6,3.9999999999999996,5.6
34,36,15.52,2.3599999999999994,17.88
62,66,30.8,3.8000000000000007,34.6
66,59,30.8,10.52,41.32
59,73,41.4,2.039999999999999,43.44
80,90,56.2,0.7999999999999972,57.0
90,95,61.64,1.519999999999996,63.16
66,114,77.84,1.759999999999991,79.6
114,66,77.84,2.8400000000000034,80.68
