Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
21,19,0.0,4.44,4.44
26,36,8.56,2.879999999999999,11.44
19,38,15.36,0.5600000000000005,15.92
38,36,16.64,6.960000000000001,23.6
41,11,16.64,8.96,25.6
19,61,27.84,2.7600000000000016,30.6
59,68,36.48,0.36000000000000654,36.84
