Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
20,35,11.68,4.920000000000002,16.6
35,46,16.64,0.8399999999999999,17.48
46,42,17.72,2.84,20.56
36,47,21.24,0.20000000000000284,21.44
53,47,31.04,1.6000000000000014,32.64
72,70,40.28,2.8799999999999955,43.16
64,65,45.64,0.519999999999996,46.16
65,61,49.44,3.480000000000004,52.92
61,65,49.44,5.440000000000005,54.88
65,99,59.72,0.1600000000000037,59.88
