Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
6,10,0.0,3.28,3.28
9,24,7.48,0.7599999999999998,8.24
31,45,23.48,1.8000000000000007,25.28
48,44,26.32,2.5599999999999987,28.88
44,43,28.92,1.6799999999999997,30.6
