Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
46,49,22.72,1.0800000000000018,23.8
49,35,22.72,2.960000000000001,25.68
35,55,26.12,2.0,28.12
55,51,28.16,0.3200000000000003,28.48
