Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
6,1,1.36,0.5599999999999998,1.92
1,19,2.08,3.12,5.2
38,1,16.24,0.4800000000000004,16.72
1,29,16.84,0.6799999999999997,17.52
28,35,18.24,0.6000000000000014,18.84
35,28,19.0,0.4400000000000013,19.44
