Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
1,19,3.6,2.1199999999999997,5.72
17,11,8.4,0.4399999999999995,8.84
11,36,9.92,0.4399999999999995,10.36
36,33,9.92,3.2799999999999994,13.2
46,56,27.32,3.0,30.32
48,106,38.4,14.079999999999998,52.48
