Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
6,2,1.88,0.3600000000000003,2.24
2,6,2.92,0.52,3.44
6,2,3.96,0.3200000000000003,4.28
2,14,7.6,2.8000000000000007,10.4
