Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
16,15,5.32,1.3599999999999994,6.68
15,16,6.76,1.2799999999999994,8.04
18,29,10.0,1.9600000000000009,11.96
29,22,14.44,6.799999999999999,21.24
22,40,23.12,1.879999999999999,25.0
47,40,34.6,0.19999999999999574,34.8
