Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
10,17,4.0,1.7599999999999998,5.76
17,18,12.52,0.4400000000000013,12.96
18,30,15.36,0.7199999999999989,16.08
44,50,20.32,7.079999999999998,27.4
50,55,27.88,0.7200000000000024,28.6
55,56,28.88,1.5199999999999996,30.4
56,47,32.88,0.5599999999999952,33.44
47,45,32.88,0.9600000000000009,33.84
72,81,42.8,2.200000000000003,45.0
81,56,45.56,1.4399999999999977,47.0
88,81,49.0,1.3999999999999986,50.4
