Passer (id),Receiver (id),Start Time (s),Duration (s),End Time (s)
5,4,3.72,6.959999999999999,10.68
4,31,11.24,1.1600000000000001,12.4
31,36,19.92,0.31999999999999673,20.24
29,35,22.96,2.5599999999999987,25.52
35,36,25.72,2.080000000000002,27.8
62,64,30.16,3.16,33.32
64,62,30.16,3.919999999999998,34.08
62,64,30.16,4.199999999999999,34.36
