data,epoch,eta,loss,loss_box_reg,loss_classifier,loss_objectness,loss_rpn_box_reg,lr,max_mem,step,time
0.0004,0,0:02:44,0.5837,0.2605,0.2130,0.0465,0.0535,0.002633,9442,280,0.6459
0.0004,0,0:02:38,0.5665,0.2478,0.2093,0.0559,0.0661,0.002727,9442,290,0.6435
0.0005,0,0:02:31,0.5653,0.2335,0.1981,0.0567,0.0924,0.002821,9442,300,0.6378
0.0004,0,0:02:25,0.5828,0.2342,0.1937,0.0559,0.0831,0.002914,9442,310,0.6396
0.0004,0,0:02:18,0.5847,0.2346,0.2038,0.0538,0.0794,0.003008,9442,320,0.6452
0.0004,0,0:02:12,0.5855,0.2285,0.2079,0.0436,0.0593,0.003101,9442,330,0.6445
0.0005,0,0:02:05,0.5479,0.2250,0.1901,0.0522,0.0593,0.003195,9442,340,0.6386
0.0005,0,0:01:59,0.5509,0.2398,0.1954,0.0567,0.0723,0.003288,9442,350,0.6394
0.0005,0,0:01:52,0.5509,0.2398,0.1954,0.0539,0.0827,0.003382,9442,360,0.6436
0.0005,0,0:01:46,0.6216,0.2443,0.2030,0.0546,0.0700,0.003475,9442,370,0.6445
0.0004,0,0:01:40,0.5893,0.2407,0.1982,0.0556,0.0638,0.003569,9442,380,0.6394
0.0004,0,0:01:33,0.5502,0.2223,0.1851,0.0591,0.0580,0.003662,9442,390,0.6436
0.0004,0,0:01:27,0.5658,0.2220,0.1826,0.0496,0.0560,0.003756,9442,400,0.6430
0.0004,0,0:01:20,0.5386,0.2255,0.2012,0.0465,0.0594,0.003849,9442,410,0.6379
0.0005,0,0:01:14,0.5666,0.2255,0.2003,0.0504,0.0776,0.003943,9442,420,0.6392
0.0004,0,0:01:07,0.5598,0.2193,0.1832,0.0527,0.0717,0.004037,9442,430,0.6474
0.0004,0,0:01:01,0.5196,0.2131,0.1797,0.0513,0.0717,0.004130,9442,440,0.6468
0.0005,0,0:00:54,0.5061,0.1976,0.1797,0.0426,0.0627,0.004224,9442,450,0.6389
0.0004,0,0:00:48,0.5066,0.2016,0.1833,0.0469,0.0627,0.004317,9442,460,0.6479
0.0005,0,0:00:41,0.5090,0.2136,0.1879,0.0415,0.0668,0.004411,9442,470,0.6466
0.0005,0,0:00:35,0.5763,0.2180,0.1879,0.0415,0.0723,0.004504,9442,480,0.6378
0.0004,0,0:00:29,0.5602,0.2448,0.1947,0.0454,0.0710,0.004598,9442,490,0.6390
0.0004,0,0:00:22,0.5325,0.2276,0.1895,0.0456,0.0711,0.004691,9442,500,0.6467
0.0005,0,0:00:16,0.5287,0.2207,0.1808,0.0467,0.0751,0.004785,9442,510,0.6453
0.0005,0,0:00:09,0.5185,0.2197,0.1878,0.0399,0.0700,0.004878,9442,520,0.6385
0.0004,0,0:00:03,0.5077,0.2206,0.1860,0.0353,0.0494,0.004972,9442,530,0.6448
0.0004,0,0:00:00,0.5066,0.2197,0.1836,0.0334,0.0490,0.005000,9442,534,0.6222
0.6464,1,0:11:47,0.4773,0.1844,0.1641,0.0546,0.0742,0.005000,9442,0,1.3222
0.0590,1,0:06:09,0.5154,0.2111,0.1865,0.0412,0.0476,0.005000,9442,10,0.7034
0.0004,1,0:05:47,0.5313,0.2202,0.1941,0.0392,0.0476,0.005000,9442,20,0.6419
0.0004,1,0:05:35,0.5359,0.2288,0.2024,0.0381,0.0682,0.005000,9442,30,0.6421
0.0004,1,0:05:25,0.5220,0.2288,0.1877,0.0359,0.0442,0.005000,9442,40,0.6416
0.0005,1,0:05:17,0.5189,0.2340,0.1873,0.0323,0.0489,0.005000,9442,50,0.6420
0.0005,1,0:05:10,0.5529,0.2455,0.1911,0.0342,0.0604,0.005000,9442,60,0.6416
0.0005,1,0:05:02,0.5282,0.2273,0.1876,0.0394,0.0643,0.005000,9442,70,0.6419
0.0004,1,0:04:55,0.5081,0.2197,0.1868,0.0350,0.0611,0.005000,9442,80,0.6431
0.0004,1,0:04:49,0.4913,0.2199,0.1880,0.0291,0.0408,0.005000,9442,90,0.6508
0.0003,1,0:04:42,0.4865,0.2174,0.1832,0.0369,0.0583,0.005000,9442,100,0.6501
0.0003,1,0:04:36,0.5215,0.2236,0.1932,0.0369,0.0528,0.005000,9442,110,0.6419
0.0003,1,0:04:29,0.5076,0.2289,0.1826,0.0381,0.0507,0.005000,9442,120,0.6491
0.0003,1,0:04:23,0.4909,0.2274,0.1827,0.0381,0.0553,0.005000,9442,130,0.6489
0.0004,1,0:04:16,0.5155,0.2200,0.1894,0.0374,0.0714,0.005000,9442,140,0.6430
0.0004,1,0:04:09,0.4962,0.2109,0.1810,0.0347,0.0714,0.005000,9442,150,0.6438
0.0004,1,0:04:03,0.4962,0.2093,0.1835,0.0250,0.0528,0.005000,9442,160,0.6498
0.0005,1,0:03:56,0.5116,0.2322,0.2038,0.0276,0.0528,0.005000,9442,170,0.6495
0.0004,1,0:03:50,0.5385,0.2228,0.1967,0.0311,0.0614,0.005000,9442,180,0.6432
0.0005,1,0:03:43,0.5401,0.2267,0.2008,0.0293,0.0614,0.005000,9442,190,0.6486
0.0004,1,0:03:37,0.5557,0.2293,0.1935,0.0293,0.0455,0.005000,9442,200,0.6480
0.0003,1,0:03:30,0.4963,0.2280,0.1909,0.0329,0.0397,0.005000,9442,210,0.6412
0.0004,1,0:03:24,0.4963,0.2123,0.1924,0.0285,0.0504,0.005000,9442,220,0.6406
0.0004,1,0:03:17,0.5060,0.2114,0.1893,0.0328,0.0521,0.005000,9442,230,0.6485
0.0003,1,0:03:11,0.4968,0.2114,0.1914,0.0344,0.0521,0.005000,9442,240,0.6488
0.0003,1,0:03:04,0.4703,0.2184,0.1932,0.0266,0.0418,0.005000,9442,250,0.6415
0.0004,1,0:02:58,0.4820,0.2179,0.1833,0.0273,0.0469,0.005000,9442,260,0.6411
0.0005,1,0:02:51,0.4928,0.2105,0.1812,0.0311,0.0588,0.005000,9442,270,0.6459
0.0004,1,0:02:45,0.4928,0.1963,0.1754,0.0312,0.0685,0.005000,9442,280,0.6470
0.0004,1,0:02:38,0.4707,0.2036,0.1791,0.0302,0.0632,0.005000,9442,290,0.6429
0.0003,1,0:02:32,0.4860,0.2100,0.1811,0.0282,0.0632,0.005000,9442,300,0.6478
0.0004,1,0:02:25,0.4884,0.2127,0.1811,0.0315,0.0746,0.005000,9442,310,0.6474
0.0004,1,0:02:19,0.4884,0.2095,0.1874,0.0315,0.0727,0.005000,9442,320,0.6436
0.0004,1,0:02:12,0.5039,0.2095,0.1876,0.0322,0.0572,0.005000,9442,330,0.6442
0.0004,1,0:02:06,0.5399,0.2199,0.1876,0.0326,0.0528,0.005000,9442,340,0.6491
0.0003,1,0:01:59,0.5013,0.2194,0.1818,0.0299,0.0660,0.005000,9442,350,0.6497
0.0004,1,0:01:53,0.4990,0.2162,0.1812,0.0390,0.0615,0.005000,9442,360,0.6438
0.0004,1,0:01:46,0.5362,0.2263,0.1995,0.0390,0.0740,0.005000,9442,370,0.6502
0.0004,1,0:01:40,0.5336,0.2304,0.1992,0.0316,0.0690,0.005000,9442,380,0.6489
0.0005,1,0:01:33,0.5290,0.2274,0.1881,0.0313,0.0469,0.005000,9442,390,0.6438
0.0005,1,0:01:27,0.5013,0.2164,0.1782,0.0272,0.0542,0.005000,9442,400,0.6435
0.0006,1,0:01:20,0.4665,0.1935,0.1758,0.0329,0.0542,0.005000,9442,410,0.6489
0.0005,1,0:01:14,0.4750,0.1877,0.1799,0.0329,0.0516,0.005000,9442,420,0.6506
0.0004,1,0:01:07,0.5189,0.2236,0.1874,0.0343,0.0605,0.005000,9442,430,0.6454
0.0005,1,0:01:01,0.5186,0.2236,0.1923,0.0297,0.0656,0.005000,9442,440,0.6493
0.0004,1,0:00:55,0.5160,0.1976,0.1760,0.0316,0.0558,0.005000,9442,450,0.6468
0.0003,1,0:00:48,0.5452,0.2263,0.1811,0.0411,0.0797,0.005000,9442,460,0.6429
0.0005,1,0:00:42,0.5630,0.2395,0.2035,0.0407,0.0669,0.005000,9442,470,0.6421
0.0005,1,0:00:35,0.5560,0.2376,0.2024,0.0374,0.0565,0.005000,9442,480,0.6480
0.0004,1,0:00:29,0.5249,0.2166,0.1873,0.0374,0.0666,0.005000,9442,490,0.6477
0.0004,1,0:00:22,0.5059,0.2093,0.1828,0.0373,0.0715,0.005000,9442,500,0.6418
0.0005,1,0:00:16,0.5080,0.2092,0.1875,0.0324,0.0599,0.005000,9442,510,0.6433
0.0004,1,0:00:09,0.4837,0.2048,0.1878,0.0280,0.0519,0.005000,9442,520,0.6493
0.0003,1,0:00:03,0.5040,0.2200,0.1960,0.0286,0.0554,0.005000,9442,530,0.6484
0.0003,1,0:00:00,0.5477,0.2166,0.1956,0.0338,0.0624,0.005000,9442,534,0.6189
