data,epoch,eta,loss,loss_box_reg,loss_classifier,loss_objectness,loss_rpn_box_reg,lr,max_mem,step,time
0.0001,0,1:00:23,0.5918,0.1212,0.1686,0.1783,0.1014,0.005000,9583,1900,0.6485
0.0001,0,0:59:18,0.5280,0.1281,0.1577,0.1388,0.0600,0.005000,9583,2000,0.6493
0.0001,0,0:58:13,0.5422,0.1330,0.1663,0.1331,0.0819,0.005000,9583,2100,0.6504
0.0001,0,0:57:08,0.5484,0.1097,0.1650,0.1655,0.0971,0.005000,9583,2200,0.6521
0.0001,0,0:56:03,0.5177,0.1117,0.1594,0.1451,0.0819,0.005000,9583,2300,0.6506
0.0001,0,0:54:58,0.5462,0.1117,0.1616,0.1781,0.0858,0.005000,9583,2400,0.6485
0.0001,0,0:53:54,0.5182,0.1327,0.1641,0.1503,0.0809,0.005000,9583,2500,0.6498
0.0001,0,0:52:49,0.5553,0.1297,0.1628,0.1583,0.0992,0.005000,9583,2600,0.6496
0.0001,0,0:51:44,0.4877,0.1041,0.1497,0.1697,0.0825,0.005000,9583,2700,0.6504
0.0001,0,0:50:39,0.5878,0.1367,0.1733,0.1582,0.0857,0.005000,9583,2800,0.6523
0.0001,0,0:49:34,0.4997,0.1095,0.1609,0.1424,0.0754,0.005000,9583,2900,0.6493
0.0001,0,0:48:29,0.5131,0.1301,0.1583,0.1536,0.0735,0.005000,9583,3000,0.6489
0.0001,0,0:47:24,0.5129,0.1161,0.1607,0.1298,0.0905,0.005000,9583,3100,0.6521
0.0001,0,0:46:19,0.5570,0.1134,0.1530,0.1551,0.0906,0.005000,9583,3200,0.6500
0.0001,0,0:45:15,0.5224,0.1222,0.1678,0.1562,0.0767,0.005000,9583,3300,0.6500
0.0002,0,0:44:10,0.5389,0.1089,0.1556,0.1761,0.0868,0.005000,9583,3400,0.6507
0.0001,0,0:43:05,0.5254,0.0978,0.1574,0.1790,0.0793,0.005000,9583,3500,0.6520
0.0001,0,0:42:00,0.4816,0.1190,0.1513,0.1459,0.0797,0.005000,9583,3600,0.6474
0.0002,0,0:40:55,0.5100,0.1156,0.1494,0.1423,0.0861,0.005000,9583,3700,0.6474
0.0001,0,0:39:50,0.5882,0.1300,0.1680,0.1506,0.0902,0.005000,9583,3800,0.6510
0.0001,0,0:38:45,0.5196,0.1028,0.1553,0.1634,0.0916,0.005000,9583,3900,0.6477
0.0001,0,0:37:40,0.5177,0.1173,0.1612,0.1394,0.0531,0.005000,9583,4000,0.6504
0.0001,0,0:36:35,0.5369,0.1215,0.1622,0.1523,0.1037,0.005000,9583,4100,0.6506
0.0001,0,0:35:30,0.5256,0.1099,0.1594,0.1457,0.0931,0.005000,9583,4200,0.6490
0.0001,0,0:34:25,0.5037,0.1295,0.1593,0.1325,0.0678,0.005000,9583,4300,0.6483
0.0001,0,0:33:20,0.5243,0.1118,0.1500,0.1523,0.0899,0.005000,9583,4400,0.6504
0.0001,0,0:32:15,0.4841,0.1160,0.1563,0.1432,0.0709,0.005000,9583,4500,0.6509
0.0001,0,0:31:10,0.5648,0.1209,0.1613,0.1557,0.0863,0.005000,9583,4600,0.6572
0.0001,0,0:30:05,0.5050,0.1113,0.1707,0.1425,0.0812,0.005000,9583,4700,0.6501
0.0001,0,0:29:00,0.5142,0.1167,0.1567,0.1523,0.0870,0.005000,9583,4800,0.6463
0.0001,0,0:27:56,0.4707,0.1038,0.1477,0.1516,0.0776,0.005000,9583,4900,0.6501
0.0001,0,0:26:51,0.5245,0.1275,0.1650,0.1452,0.0909,0.005000,9583,5000,0.6504
0.0002,0,0:25:46,0.4802,0.1080,0.1445,0.1224,0.0604,0.005000,9583,5100,0.6489
0.0001,0,0:24:41,0.4837,0.1316,0.1563,0.1234,0.0704,0.005000,9583,5200,0.6492
0.0001,0,0:23:36,0.4635,0.1218,0.1414,0.1185,0.0628,0.005000,9583,5300,0.6482
0.0001,0,0:22:31,0.4925,0.1180,0.1601,0.1210,0.0736,0.005000,9583,5400,0.6512
0.0001,0,0:21:26,0.4841,0.1082,0.1519,0.1468,0.0769,0.005000,9583,5500,0.6475
0.0001,0,0:20:21,0.4897,0.1310,0.1482,0.1244,0.0761,0.005000,9583,5600,0.6472
0.0001,0,0:19:16,0.4966,0.1222,0.1499,0.1452,0.0699,0.005000,9583,5700,0.6471
0.0001,0,0:18:11,0.4919,0.1226,0.1616,0.1397,0.0748,0.005000,9583,5800,0.6508
0.0002,0,0:17:06,0.4739,0.1148,0.1452,0.1489,0.0738,0.005000,9583,5900,0.6496
0.0001,0,0:16:01,0.5316,0.1364,0.1791,0.1342,0.0767,0.005000,9583,6000,0.6494
0.0001,0,0:14:56,0.5060,0.1287,0.1559,0.1302,0.0661,0.005000,9583,6100,0.6503
0.0001,0,0:13:52,0.5297,0.1184,0.1625,0.1399,0.0850,0.005000,9583,6200,0.6495
0.0001,0,0:12:47,0.4828,0.1088,0.1534,0.1302,0.0763,0.005000,9583,6300,0.6516
0.0001,0,0:11:42,0.5032,0.0942,0.1480,0.1521,0.0954,0.005000,9583,6400,0.6483
0.0001,0,0:10:37,0.5114,0.1241,0.1652,0.1364,0.0790,0.005000,9583,6500,0.6496
0.0001,0,0:09:32,0.4948,0.1053,0.1602,0.1547,0.0641,0.005000,9583,6600,0.6503
0.0002,0,0:08:27,0.4924,0.1135,0.1541,0.1352,0.0698,0.005000,9583,6700,0.6495
0.0001,0,0:07:22,0.4983,0.1264,0.1626,0.1310,0.0782,0.005000,9583,6800,0.6523
0.0001,0,0:06:17,0.4847,0.1179,0.1546,0.1232,0.0810,0.005000,9583,6900,0.6462
0.0001,0,0:05:12,0.4920,0.1120,0.1584,0.1251,0.0895,0.005000,9583,7000,0.6478
0.0001,0,0:04:07,0.5113,0.1366,0.1704,0.1167,0.0580,0.005000,9583,7100,0.6475
0.0001,0,0:03:02,0.4770,0.1142,0.1548,0.1282,0.0700,0.005000,9583,7200,0.6517
0.0002,0,0:01:57,0.5370,0.1222,0.1752,0.1616,0.0742,0.005000,9583,7300,0.6504
0.0001,0,0:00:52,0.5095,0.1037,0.1545,0.1431,0.0909,0.005000,9583,7400,0.6472
0.0002,0,0:00:00,0.4968,0.1350,0.1637,0.1192,0.0619,0.005000,9583,7480,0.6474
0.7177,1,2:58:29,0.5031,0.1302,0.1921,0.1277,0.0530,0.005000,9583,0,1.4315
0.0002,1,1:20:52,0.5154,0.1315,0.1652,0.1095,0.0824,0.005000,9583,100,0.6502
0.0002,1,1:19:22,0.5015,0.1298,0.1598,0.1444,0.0553,0.005000,9583,200,0.6525
0.0002,1,1:18:17,0.4734,0.1257,0.1569,0.1153,0.0580,0.005000,9583,300,0.6550
0.0002,1,1:17:12,0.4935,0.1183,0.1628,0.1229,0.0636,0.005000,9583,400,0.6560
0.0002,1,1:16:07,0.4607,0.1118,0.1454,0.1364,0.0644,0.005000,9583,500,0.6543
0.0002,1,1:15:03,0.5248,0.1435,0.1667,0.1336,0.0822,0.005000,9583,600,0.6558
0.0002,1,1:13:58,0.4602,0.1144,0.1539,0.1212,0.0639,0.005000,9583,700,0.6517
0.0002,1,1:12:52,0.4763,0.1139,0.1626,0.1211,0.0496,0.005000,9583,800,0.6550
0.0002,1,1:11:47,0.4906,0.1154,0.1512,0.1428,0.0526,0.005000,9583,900,0.6573
0.0002,1,1:10:40,0.5141,0.1045,0.1475,0.1504,0.1000,0.005000,9583,1000,0.6535
0.0002,1,1:09:36,0.5318,0.1174,0.1660,0.1499,0.0705,0.005000,9583,1100,0.6558
0.0002,1,1:08:29,0.5043,0.1085,0.1632,0.1513,0.0729,0.005000,9583,1200,0.6514
0.0002,1,1:07:23,0.5029,0.1276,0.1754,0.1383,0.0781,0.005000,9583,1300,0.6530
0.0002,1,1:06:17,0.5052,0.1074,0.1569,0.1453,0.0739,0.005000,9583,1400,0.6497
0.0002,1,1:05:12,0.4770,0.1163,0.1588,0.1327,0.0614,0.005000,9583,1500,0.6546
0.0002,1,1:04:07,0.4672,0.1179,0.1591,0.1355,0.0537,0.005000,9583,1600,0.6552
0.0002,1,1:03:01,0.4915,0.1224,0.1577,0.1375,0.0684,0.005000,9583,1700,0.6506
0.0002,1,1:01:55,0.4779,0.1379,0.1551,0.1130,0.0610,0.005000,9583,1800,0.6555
0.0002,1,1:00:50,0.4750,0.1110,0.1495,0.1428,0.0576,0.005000,9583,1900,0.6546
0.0002,1,0:59:44,0.4718,0.1400,0.1600,0.1187,0.0567,0.005000,9583,2000,0.6524
0.0002,1,0:58:39,0.4535,0.1333,0.1556,0.0847,0.0622,0.005000,9583,2100,0.6538
0.0002,1,0:57:33,0.4921,0.0990,0.1378,0.1308,0.0754,0.005000,9583,2200,0.6555
0.0002,1,0:56:28,0.4622,0.1107,0.1495,0.1339,0.0698,0.005000,9583,2300,0.6534
0.0002,1,0:55:22,0.4654,0.1328,0.1630,0.1049,0.0470,0.005000,9583,2400,0.6521
0.0002,1,0:54:17,0.4332,0.1192,0.1555,0.1038,0.0370,0.005000,9583,2500,0.6558
0.0002,1,0:53:11,0.5154,0.1164,0.1643,0.1283,0.0519,0.005000,9583,2600,0.6535
0.0002,1,0:52:06,0.4676,0.1141,0.1505,0.1139,0.0717,0.005000,9583,2700,0.6573
0.0002,1,0:51:01,0.4598,0.1009,0.1528,0.1129,0.0810,0.005000,9583,2800,0.6523
0.0002,1,0:49:55,0.4503,0.1098,0.1455,0.1384,0.0625,0.005000,9583,2900,0.6561
0.0002,1,0:48:50,0.4517,0.1229,0.1587,0.1105,0.0523,0.005000,9583,3000,0.6568
0.0002,1,0:47:45,0.4475,0.1190,0.1505,0.1217,0.0637,0.005000,9583,3100,0.6530
0.0002,1,0:46:39,0.4950,0.1179,0.1600,0.1529,0.0762,0.005000,9583,3200,0.6519
0.0002,1,0:45:34,0.4505,0.1128,0.1574,0.1165,0.0501,0.005000,9583,3300,0.6543
0.0002,1,0:44:28,0.4463,0.1139,0.1457,0.1414,0.0507,0.005000,9583,3400,0.6508
0.0002,1,0:43:23,0.5008,0.1433,0.1703,0.1159,0.0551,0.005000,9583,3500,0.6567
0.0002,1,0:42:18,0.4978,0.1296,0.1591,0.1374,0.0565,0.005000,9583,3600,0.6560
0.0002,1,0:41:12,0.4339,0.1141,0.1512,0.1088,0.0598,0.005000,9583,3700,0.6531
0.0002,1,0:40:07,0.5133,0.1303,0.1697,0.1467,0.0616,0.005000,9583,3800,0.6557
0.0002,1,0:39:02,0.5046,0.1286,0.1702,0.1322,0.0635,0.005000,9583,3900,0.6545
0.0002,1,0:37:56,0.4492,0.1247,0.1556,0.1067,0.0579,0.005000,9583,4000,0.6557
0.0002,1,0:36:51,0.4729,0.1037,0.1374,0.1283,0.0675,0.005000,9583,4100,0.6500
0.0002,1,0:35:45,0.4628,0.1116,0.1488,0.1156,0.0637,0.005000,9583,4200,0.6552
0.0002,1,0:34:40,0.4884,0.1386,0.1629,0.1188,0.0670,0.005000,9583,4300,0.6551
0.0002,1,0:33:35,0.5029,0.1362,0.1652,0.1226,0.0658,0.005000,9583,4400,0.6557
0.0002,1,0:32:29,0.4546,0.1225,0.1574,0.1200,0.0597,0.005000,9583,4500,0.6550
0.0002,1,0:31:24,0.4763,0.1188,0.1449,0.1165,0.0557,0.005000,9583,4600,0.6527
0.0002,1,0:30:19,0.4808,0.1249,0.1647,0.1133,0.0593,0.005000,9583,4700,0.6545
0.0001,1,0:29:13,0.4641,0.1232,0.1547,0.1106,0.0563,0.005000,9583,4800,0.6527
0.0002,1,0:28:08,0.4540,0.1169,0.1526,0.1059,0.0628,0.005000,9583,4900,0.6541
0.0002,1,0:27:03,0.4608,0.1208,0.1562,0.1281,0.0477,0.005000,9583,5000,0.6548
0.0002,1,0:25:57,0.4570,0.1217,0.1594,0.1243,0.0651,0.005000,9583,5100,0.6588
0.0002,1,0:24:52,0.4999,0.1184,0.1777,0.1254,0.0729,0.005000,9583,5200,0.6527
0.0002,1,0:23:46,0.4656,0.1332,0.1526,0.1055,0.0651,0.005000,9583,5300,0.6547
0.0002,1,0:22:41,0.4537,0.1019,0.1415,0.1243,0.0765,0.005000,9583,5400,0.6571
0.0002,1,0:21:36,0.4733,0.1051,0.1513,0.1350,0.0597,0.005000,9583,5500,0.6545
0.0002,1,0:20:30,0.4581,0.1202,0.1507,0.1125,0.0537,0.005000,9583,5600,0.6571
0.0002,1,0:19:25,0.4342,0.1349,0.1554,0.1022,0.0498,0.005000,9583,5700,0.6505
0.0002,1,0:18:19,0.4758,0.1266,0.1463,0.1217,0.0603,0.005000,9583,5800,0.6560
0.0001,1,0:17:14,0.4366,0.1191,0.1508,0.1262,0.0591,0.005000,9583,5900,0.6522
0.0002,1,0:16:09,0.4801,0.1425,0.1587,0.1016,0.0709,0.005000,9583,6000,0.6596
0.0002,1,0:15:03,0.4683,0.1043,0.1504,0.1017,0.0600,0.005000,9583,6100,0.6532
0.0002,1,0:13:58,0.5021,0.1409,0.1628,0.1083,0.0663,0.005000,9583,6200,0.6541
0.0002,1,0:12:52,0.4528,0.1216,0.1515,0.1089,0.0600,0.005000,9583,6300,0.6541
0.0003,1,0:11:47,0.4581,0.1415,0.1529,0.0849,0.0692,0.005000,9583,6400,0.6548
0.0002,1,0:10:41,0.4782,0.1512,0.1584,0.1060,0.0549,0.005000,9583,6500,0.6537
0.0002,1,0:09:36,0.4564,0.1416,0.1652,0.0852,0.0426,0.005000,9583,6600,0.6537
0.0002,1,0:08:31,0.5067,0.1313,0.1608,0.1027,0.0646,0.005000,9583,6700,0.6554
0.0002,1,0:07:25,0.4675,0.1009,0.1416,0.1379,0.0718,0.005000,9583,6800,0.6559
0.0002,1,0:06:20,0.4905,0.1200,0.1436,0.1414,0.0623,0.005000,9583,6900,0.6571
0.0003,1,0:05:14,0.4902,0.1459,0.1714,0.1239,0.0527,0.005000,9583,7000,0.6532
0.0002,1,0:04:09,0.4691,0.1320,0.1564,0.1097,0.0571,0.005000,9583,7100,0.6548
0.0002,1,0:03:03,0.4895,0.1235,0.1532,0.1137,0.0652,0.005000,9583,7200,0.6576
0.0002,1,0:01:58,0.4460,0.1440,0.1533,0.1080,0.0507,0.005000,9583,7300,0.6573
0.0002,1,0:00:53,0.4534,0.1314,0.1496,0.1079,0.0574,0.005000,9583,7400,0.6537
0.0003,1,0:00:00,0.4353,0.1326,0.1624,0.1012,0.0581,0.005000,9583,7480,0.6546
